"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 13 15:52:50 GMT 2024","Tue Feb 13 15:52:53 GMT 2024","2624","","Transactions tests","","","","should create new request transaction",""
"passed","Tue Feb 13 15:52:54 GMT 2024","Tue Feb 13 15:52:56 GMT 2024","2238","","User settings tests","","","","should change user lastname",""
"passed","Tue Feb 13 15:52:37 GMT 2024","Tue Feb 13 15:52:46 GMT 2024","8691","","User settings tests","","","","""before all"" hook for User settings tests",""
"passed","Tue Feb 13 15:52:37 GMT 2024","Tue Feb 13 15:52:46 GMT 2024","8688","","Transactions tests","","","","""before all"" hook for Transactions tests",""
"passed","Tue Feb 13 15:52:52 GMT 2024","Tue Feb 13 15:52:54 GMT 2024","2134","","User settings tests","","","","should change user firstname",""
"passed","Tue Feb 13 15:52:53 GMT 2024","Tue Feb 13 15:52:55 GMT 2024","2355","","Bank accounts tests","","","","should delete bank account",""
"passed","Tue Feb 13 15:52:50 GMT 2024","Tue Feb 13 15:52:52 GMT 2024","1779","","Bank accounts tests","","","","should create bank account with wrong account number",""
"passed","Tue Feb 13 15:52:54 GMT 2024","Tue Feb 13 15:52:55 GMT 2024","621","","Login tests","","","","""before each"" hook for Login tests",""
"passed","Tue Feb 13 15:52:53 GMT 2024","Tue Feb 13 15:52:54 GMT 2024","1216","","Transactions tests","","","","should add comment to transaction",""
"passed","Tue Feb 13 15:52:51 GMT 2024","Tue Feb 13 15:52:54 GMT 2024","2898","","Login tests","","","","should login with invalid password",""
"passed","Tue Feb 13 15:52:37 GMT 2024","Tue Feb 13 15:52:48 GMT 2024","10528","","Login tests","","","","should login with valid credentials",""
"passed","Tue Feb 13 15:52:46 GMT 2024","Tue Feb 13 15:52:50 GMT 2024","4509","","Transactions tests","","","","should create new pay transaction",""
"passed","Tue Feb 13 15:52:54 GMT 2024","Tue Feb 13 15:52:59 GMT 2024","4725","","Login tests","","","","should logout",""
"passed","Tue Feb 13 15:52:46 GMT 2024","Tue Feb 13 15:52:50 GMT 2024","3977","","Bank accounts tests","","","","should create bank account with wrong routing number",""
"failed","Tue Feb 13 15:52:37 GMT 2024","Tue Feb 13 15:52:50 GMT 2024","12987","","Notifications test","","","","should dismiss notification",""
"passed","Tue Feb 13 15:52:53 GMT 2024","Tue Feb 13 15:52:53 GMT 2024","240","","Bank accounts tests","","","","""before each"" hook for Bank accounts tests",""
"passed","Tue Feb 13 15:52:46 GMT 2024","Tue Feb 13 15:52:55 GMT 2024","8506","","Registration tests","","","","should sign up with valid credentials",""
"passed","Tue Feb 13 15:52:52 GMT 2024","Tue Feb 13 15:52:53 GMT 2024","1508","","Bank accounts tests","","","","should create new bank account",""
"passed","Tue Feb 13 15:52:48 GMT 2024","Tue Feb 13 15:52:51 GMT 2024","3800","","Login tests","","","","should login with invalid username",""
"passed","Tue Feb 13 15:52:37 GMT 2024","Tue Feb 13 15:52:46 GMT 2024","8663","","Bank accounts tests","","","","""before all"" hook for Bank accounts tests",""
"passed","Tue Feb 13 15:52:46 GMT 2024","Tue Feb 13 15:52:52 GMT 2024","5921","","User settings tests","","","","should change user firstname and lastname",""
"passed","Tue Feb 13 15:52:55 GMT 2024","Tue Feb 13 15:52:56 GMT 2024","1058","","Registration tests","","","","""before each"" hook for Registration tests",""
"passed","Tue Feb 13 15:52:57 GMT 2024","Tue Feb 13 15:52:57 GMT 2024","228","","Transactions tests","","","","""before each"" hook for Transactions tests",""
"passed","Tue Feb 13 15:52:55 GMT 2024","Tue Feb 13 15:52:57 GMT 2024","2566","","Registration tests","","","","should sign up with wrong confirmed password",""
"passed","Tue Feb 13 15:52:37 GMT 2024","Tue Feb 13 15:52:46 GMT 2024","9175","","Registration tests","","","","try to sign up without username",""
"passed","Tue Feb 13 15:52:57 GMT 2024","Tue Feb 13 15:52:58 GMT 2024","697","","Transactions tests","","","","should like transaction",""
"passed","Tue Feb 13 15:52:54 GMT 2024","Tue Feb 13 15:52:54 GMT 2024","203","","User settings tests","","","","""before each"" hook for User settings tests",""
"passed","Tue Feb 13 15:52:54 GMT 2024","Tue Feb 13 15:52:57 GMT 2024","2792","","Transactions tests","","","","should add another comment to transaction",""
