"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 14 07:18:24 GMT 2024","Wed Feb 14 07:18:25 GMT 2024","1439","","Bank accounts tests","","","","should create bank account with wrong account number",""
"passed","Wed Feb 14 07:18:11 GMT 2024","Wed Feb 14 07:18:21 GMT 2024","9431","","Login tests","","","","should login with valid credentials",""
"passed","Wed Feb 14 07:18:12 GMT 2024","Wed Feb 14 07:18:19 GMT 2024","7222","","User settings tests","","","","""before all"" hook for User settings tests",""
"broken","Wed Feb 14 07:18:09 GMT 2024","Wed Feb 14 07:18:21 GMT 2024","11155","","Notifications test","","","","should dismiss notification",""
"passed","Wed Feb 14 07:18:27 GMT 2024","Wed Feb 14 07:18:29 GMT 2024","2014","","User settings tests","","","","should change user lastname",""
"passed","Wed Feb 14 07:18:11 GMT 2024","Wed Feb 14 07:18:19 GMT 2024","7574","","Transactions tests","","","","""before all"" hook for Transactions tests",""
"passed","Wed Feb 14 07:18:23 GMT 2024","Wed Feb 14 07:18:25 GMT 2024","2277","","Transactions tests","","","","should create new request transaction",""
"passed","Wed Feb 14 07:18:30 GMT 2024","Wed Feb 14 07:18:30 GMT 2024","640","","Transactions tests","","","","should like transaction",""
"passed","Wed Feb 14 07:18:27 GMT 2024","Wed Feb 14 07:18:30 GMT 2024","2724","","Transactions tests","","","","should add another comment to transaction",""
"passed","Wed Feb 14 07:18:21 GMT 2024","Wed Feb 14 07:18:24 GMT 2024","3049","","Login tests","","","","should login with invalid username",""
"passed","Wed Feb 14 07:18:27 GMT 2024","Wed Feb 14 07:18:31 GMT 2024","4584","","Login tests","","","","should logout",""
"passed","Wed Feb 14 07:18:11 GMT 2024","Wed Feb 14 07:18:20 GMT 2024","9161","","Registration tests","","","","try to sign up without username",""
"passed","Wed Feb 14 07:18:27 GMT 2024","Wed Feb 14 07:18:29 GMT 2024","2263","","Bank accounts tests","","","","should delete bank account",""
"passed","Wed Feb 14 07:18:19 GMT 2024","Wed Feb 14 07:18:24 GMT 2024","4996","","User settings tests","","","","should change user firstname and lastname",""
"passed","Wed Feb 14 07:18:12 GMT 2024","Wed Feb 14 07:18:19 GMT 2024","7835","","Bank accounts tests","","","","""before all"" hook for Bank accounts tests",""
"passed","Wed Feb 14 07:18:19 GMT 2024","Wed Feb 14 07:18:24 GMT 2024","4206","","Bank accounts tests","","","","should create bank account with wrong routing number",""
"passed","Wed Feb 14 07:18:24 GMT 2024","Wed Feb 14 07:18:27 GMT 2024","2998","","Login tests","","","","should login with invalid password",""
"passed","Wed Feb 14 07:18:25 GMT 2024","Wed Feb 14 07:18:27 GMT 2024","1431","","Bank accounts tests","","","","should create new bank account",""
"passed","Wed Feb 14 07:18:27 GMT 2024","Wed Feb 14 07:18:27 GMT 2024","168","","Bank accounts tests","","","","""before each"" hook for Bank accounts tests",""
"passed","Wed Feb 14 07:18:27 GMT 2024","Wed Feb 14 07:18:30 GMT 2024","2603","","Registration tests","","","","should sign up with wrong confirmed password",""
"passed","Wed Feb 14 07:18:27 GMT 2024","Wed Feb 14 07:18:27 GMT 2024","140","","User settings tests","","","","""before each"" hook for User settings tests",""
"passed","Wed Feb 14 07:18:20 GMT 2024","Wed Feb 14 07:18:27 GMT 2024","7572","","Registration tests","","","","should sign up with valid credentials",""
"passed","Wed Feb 14 07:18:25 GMT 2024","Wed Feb 14 07:18:27 GMT 2024","1761","","Transactions tests","","","","should add comment to transaction",""
"passed","Wed Feb 14 07:18:19 GMT 2024","Wed Feb 14 07:18:23 GMT 2024","3854","","Transactions tests","","","","should create new pay transaction",""
"passed","Wed Feb 14 07:18:27 GMT 2024","Wed Feb 14 07:18:28 GMT 2024","938","","Registration tests","","","","""before each"" hook for Registration tests",""
"passed","Wed Feb 14 07:18:30 GMT 2024","Wed Feb 14 07:18:30 GMT 2024","279","","Transactions tests","","","","""before each"" hook for Transactions tests",""
"passed","Wed Feb 14 07:18:24 GMT 2024","Wed Feb 14 07:18:27 GMT 2024","2446","","User settings tests","","","","should change user firstname",""
"passed","Wed Feb 14 07:18:27 GMT 2024","Wed Feb 14 07:18:28 GMT 2024","755","","Login tests","","","","""before each"" hook for Login tests",""
