"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 13 15:15:15 GMT 2024","Tue Feb 13 15:15:15 GMT 2024","214","","Bank accounts tests","","","","""before each"" hook for Bank accounts tests",""
"passed","Tue Feb 13 15:15:19 GMT 2024","Tue Feb 13 15:15:19 GMT 2024","227","","Transactions tests","","","","""before each"" hook for Transactions tests",""
"passed","Tue Feb 13 15:15:16 GMT 2024","Tue Feb 13 15:15:19 GMT 2024","2641","","Transactions tests","","","","should add another comment to transaction",""
"passed","Tue Feb 13 15:15:08 GMT 2024","Tue Feb 13 15:15:10 GMT 2024","2449","","Bank accounts tests","","","","should create bank account with wrong routing number",""
"passed","Tue Feb 13 15:15:16 GMT 2024","Tue Feb 13 15:15:20 GMT 2024","4383","","Login tests","","","","should logout",""
"passed","Tue Feb 13 15:15:15 GMT 2024","Tue Feb 13 15:15:17 GMT 2024","2368","","Bank accounts tests","","","","should delete bank account",""
"passed","Tue Feb 13 15:14:59 GMT 2024","Tue Feb 13 15:15:08 GMT 2024","8997","","Bank accounts tests","","","","""before all"" hook for Bank accounts tests",""
"passed","Tue Feb 13 15:14:59 GMT 2024","Tue Feb 13 15:15:09 GMT 2024","9598","","Registration tests","","","","try to sign up without username",""
"passed","Tue Feb 13 15:15:12 GMT 2024","Tue Feb 13 15:15:14 GMT 2024","2154","","Transactions tests","","","","should create new request transaction",""
"passed","Tue Feb 13 15:15:12 GMT 2024","Tue Feb 13 15:15:15 GMT 2024","2187","","Bank accounts tests","","","","should create new bank account",""
"passed","Tue Feb 13 15:15:10 GMT 2024","Tue Feb 13 15:15:12 GMT 2024","1884","","Bank accounts tests","","","","should create bank account with wrong account number",""
"passed","Tue Feb 13 15:15:18 GMT 2024","Tue Feb 13 15:15:19 GMT 2024","1080","","Registration tests","","","","""before each"" hook for Registration tests",""
"passed","Tue Feb 13 15:15:08 GMT 2024","Tue Feb 13 15:15:12 GMT 2024","4414","","Transactions tests","","","","should create new pay transaction",""
"passed","Tue Feb 13 15:15:14 GMT 2024","Tue Feb 13 15:15:16 GMT 2024","2456","","Login tests","","","","should login with invalid password",""
"passed","Tue Feb 13 15:15:15 GMT 2024","Tue Feb 13 15:15:16 GMT 2024","1585","","User settings tests","","","","should change user firstname",""
"passed","Tue Feb 13 15:15:16 GMT 2024","Tue Feb 13 15:15:16 GMT 2024","248","","User settings tests","","","","""before each"" hook for User settings tests",""
"passed","Tue Feb 13 15:15:09 GMT 2024","Tue Feb 13 15:15:14 GMT 2024","4399","","Login tests","","","","should login with invalid username",""
"passed","Tue Feb 13 15:15:19 GMT 2024","Tue Feb 13 15:15:19 GMT 2024","689","","Transactions tests","","","","should like transaction",""
"passed","Tue Feb 13 15:15:14 GMT 2024","Tue Feb 13 15:15:16 GMT 2024","1733","","Transactions tests","","","","should add comment to transaction",""
"passed","Tue Feb 13 15:14:59 GMT 2024","Tue Feb 13 15:15:08 GMT 2024","8789","","Transactions tests","","","","""before all"" hook for Transactions tests",""
"passed","Tue Feb 13 15:15:18 GMT 2024","Tue Feb 13 15:15:20 GMT 2024","2135","","Registration tests","","","","should sign up with wrong confirmed password",""
"passed","Tue Feb 13 15:15:16 GMT 2024","Tue Feb 13 15:15:19 GMT 2024","2422","","User settings tests","","","","should change user lastname",""
"passed","Tue Feb 13 15:15:16 GMT 2024","Tue Feb 13 15:15:17 GMT 2024","639","","Login tests","","","","""before each"" hook for Login tests",""
"passed","Tue Feb 13 15:14:59 GMT 2024","Tue Feb 13 15:15:09 GMT 2024","10158","","Login tests","","","","should login with valid credentials",""
"passed","Tue Feb 13 15:15:08 GMT 2024","Tue Feb 13 15:15:15 GMT 2024","6434","","User settings tests","","","","should change user firstname and lastname",""
"passed","Tue Feb 13 15:15:09 GMT 2024","Tue Feb 13 15:15:18 GMT 2024","8864","","Registration tests","","","","should sign up with valid credentials",""
"failed","Tue Feb 13 15:14:59 GMT 2024","Tue Feb 13 15:15:13 GMT 2024","14344","","Notifications test","","","","should dismiss notification",""
"passed","Tue Feb 13 15:14:59 GMT 2024","Tue Feb 13 15:15:08 GMT 2024","9183","","User settings tests","","","","""before all"" hook for User settings tests",""
