"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 13 13:39:06 GMT 2024","Tue Feb 13 13:39:08 GMT 2024","1498","","Bank accounts tests","","","","should create new bank account",""
"passed","Tue Feb 13 13:39:09 GMT 2024","Tue Feb 13 13:39:10 GMT 2024","1033","","Login tests","","","","""before each"" hook for Login tests",""
"passed","Tue Feb 13 13:39:06 GMT 2024","Tue Feb 13 13:39:09 GMT 2024","2806","","Login tests","","","","should login with invalid password",""
"passed","Tue Feb 13 13:39:00 GMT 2024","Tue Feb 13 13:39:05 GMT 2024","4794","","Transactions tests","","","","should create new pay transaction",""
"passed","Tue Feb 13 13:39:09 GMT 2024","Tue Feb 13 13:39:12 GMT 2024","2530","","Registration tests","","","","should sign up with wrong confirmed password",""
"passed","Tue Feb 13 13:39:09 GMT 2024","Tue Feb 13 13:39:12 GMT 2024","2736","","Login tests","","","","should logout",""
"failed","Tue Feb 13 13:39:02 GMT 2024","Tue Feb 13 13:39:06 GMT 2024","4214","","Notifications test","","","","should dismiss notification",""
"passed","Tue Feb 13 13:39:08 GMT 2024","Tue Feb 13 13:39:08 GMT 2024","208","","Bank accounts tests","","","","""before each"" hook for Bank accounts tests",""
"passed","Tue Feb 13 13:39:09 GMT 2024","Tue Feb 13 13:39:12 GMT 2024","2616","","Transactions tests","","","","should add another comment to transaction",""
"passed","Tue Feb 13 13:38:52 GMT 2024","Tue Feb 13 13:39:01 GMT 2024","8974","","Bank accounts tests","","","","""before all"" hook for Bank accounts tests",""
"passed","Tue Feb 13 13:38:52 GMT 2024","Tue Feb 13 13:39:02 GMT 2024","10547","","Notifications test","","","","""before all"" hook for Notifications test",""
"passed","Tue Feb 13 13:39:12 GMT 2024","Tue Feb 13 13:39:12 GMT 2024","595","","Transactions tests","","","","should like transaction",""
"passed","Tue Feb 13 13:39:06 GMT 2024","Tue Feb 13 13:39:08 GMT 2024","2564","","User settings tests","","","","should change user firstname",""
"passed","Tue Feb 13 13:39:02 GMT 2024","Tue Feb 13 13:39:06 GMT 2024","4411","","Login tests","","","","should login with invalid username",""
"passed","Tue Feb 13 13:39:12 GMT 2024","Tue Feb 13 13:39:12 GMT 2024","316","","Transactions tests","","","","""before each"" hook for Transactions tests",""
"passed","Tue Feb 13 13:39:08 GMT 2024","Tue Feb 13 13:39:11 GMT 2024","2168","","User settings tests","","","","should change user lastname",""
"passed","Tue Feb 13 13:39:01 GMT 2024","Tue Feb 13 13:39:09 GMT 2024","8724","","Registration tests","","","","should sign up with valid credentials",""
"passed","Tue Feb 13 13:39:04 GMT 2024","Tue Feb 13 13:39:06 GMT 2024","1989","","Bank accounts tests","","","","should create bank account with wrong account number",""
"passed","Tue Feb 13 13:39:09 GMT 2024","Tue Feb 13 13:39:10 GMT 2024","921","","Registration tests","","","","""before each"" hook for Registration tests",""
"passed","Tue Feb 13 13:38:52 GMT 2024","Tue Feb 13 13:39:01 GMT 2024","9056","","User settings tests","","","","""before all"" hook for User settings tests",""
"passed","Tue Feb 13 13:39:01 GMT 2024","Tue Feb 13 13:39:04 GMT 2024","3961","","Bank accounts tests","","","","should create bank account with wrong routing number",""
"passed","Tue Feb 13 13:38:52 GMT 2024","Tue Feb 13 13:39:02 GMT 2024","10339","","Login tests","","","","should login with valid credentials",""
"passed","Tue Feb 13 13:39:07 GMT 2024","Tue Feb 13 13:39:09 GMT 2024","1776","","Transactions tests","","","","should add comment to transaction",""
"passed","Tue Feb 13 13:39:08 GMT 2024","Tue Feb 13 13:39:09 GMT 2024","248","","User settings tests","","","","""before each"" hook for User settings tests",""
"passed","Tue Feb 13 13:38:52 GMT 2024","Tue Feb 13 13:39:01 GMT 2024","9218","","Registration tests","","","","try to sign up without username",""
"passed","Tue Feb 13 13:39:08 GMT 2024","Tue Feb 13 13:39:09 GMT 2024","1499","","Bank accounts tests","","","","should delete bank account",""
"passed","Tue Feb 13 13:39:01 GMT 2024","Tue Feb 13 13:39:06 GMT 2024","5276","","User settings tests","","","","should change user firstname and lastname",""
"passed","Tue Feb 13 13:38:52 GMT 2024","Tue Feb 13 13:39:00 GMT 2024","8851","","Transactions tests","","","","""before all"" hook for Transactions tests",""
"passed","Tue Feb 13 13:39:05 GMT 2024","Tue Feb 13 13:39:07 GMT 2024","2251","","Transactions tests","","","","should create new request transaction",""
