"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 13 13:33:41 GMT 2024","Tue Feb 13 13:33:44 GMT 2024","2338","","Login tests","","","","should login with invalid password",""
"passed","Tue Feb 13 13:33:35 GMT 2024","Tue Feb 13 13:33:40 GMT 2024","5459","","Transactions tests","","","","should create new pay transaction",""
"passed","Tue Feb 13 13:33:40 GMT 2024","Tue Feb 13 13:33:42 GMT 2024","1837","","Transactions tests","","","","should create new request transaction",""
"passed","Tue Feb 13 13:33:40 GMT 2024","Tue Feb 13 13:33:40 GMT 2024","212","","Bank accounts tests","","","","""before each"" hook for Bank accounts tests",""
"passed","Tue Feb 13 13:33:35 GMT 2024","Tue Feb 13 13:33:40 GMT 2024","5487","","User settings tests","","","","should change user firstname and lastname",""
"passed","Tue Feb 13 13:33:44 GMT 2024","Tue Feb 13 13:33:45 GMT 2024","1222","","Login tests","","","","""before each"" hook for Login tests",""
"passed","Tue Feb 13 13:33:26 GMT 2024","Tue Feb 13 13:33:35 GMT 2024","8678","","Transactions tests","","","","""before all"" hook for Transactions tests",""
"passed","Tue Feb 13 13:33:40 GMT 2024","Tue Feb 13 13:33:42 GMT 2024","2283","","User settings tests","","","","should change user firstname",""
"passed","Tue Feb 13 13:33:46 GMT 2024","Tue Feb 13 13:33:47 GMT 2024","1120","","Transactions tests","","","","should like transaction",""
"passed","Tue Feb 13 13:33:26 GMT 2024","Tue Feb 13 13:33:35 GMT 2024","8643","","User settings tests","","","","""before all"" hook for User settings tests",""
"passed","Tue Feb 13 13:33:26 GMT 2024","Tue Feb 13 13:33:35 GMT 2024","8949","","Registration tests","","","","try to sign up without username",""
"passed","Tue Feb 13 13:33:43 GMT 2024","Tue Feb 13 13:33:46 GMT 2024","2370","","Transactions tests","","","","should add another comment to transaction",""
"passed","Tue Feb 13 13:33:40 GMT 2024","Tue Feb 13 13:33:42 GMT 2024","1799","","Bank accounts tests","","","","should delete bank account",""
"passed","Tue Feb 13 13:33:26 GMT 2024","Tue Feb 13 13:33:37 GMT 2024","10418","","Login tests","","","","should login with valid credentials",""
"passed","Tue Feb 13 13:33:26 GMT 2024","Tue Feb 13 13:33:35 GMT 2024","8575","","Bank accounts tests","","","","""before all"" hook for Bank accounts tests",""
"passed","Tue Feb 13 13:33:38 GMT 2024","Tue Feb 13 13:33:40 GMT 2024","1900","","Bank accounts tests","","","","should create new bank account",""
"passed","Tue Feb 13 13:33:37 GMT 2024","Tue Feb 13 13:33:41 GMT 2024","4721","","Login tests","","","","should login with invalid username",""
"passed","Tue Feb 13 13:33:37 GMT 2024","Tue Feb 13 13:33:38 GMT 2024","1430","","Bank accounts tests","","","","should create bank account with wrong account number",""
"passed","Tue Feb 13 13:33:43 GMT 2024","Tue Feb 13 13:33:46 GMT 2024","2784","","Registration tests","","","","should sign up with wrong confirmed password",""
"passed","Tue Feb 13 13:33:42 GMT 2024","Tue Feb 13 13:33:44 GMT 2024","1996","","User settings tests","","","","should change user lastname",""
"passed","Tue Feb 13 13:33:35 GMT 2024","Tue Feb 13 13:33:37 GMT 2024","2207","","Bank accounts tests","","","","should create bank account with wrong routing number",""
"passed","Tue Feb 13 13:33:42 GMT 2024","Tue Feb 13 13:33:43 GMT 2024","1128","","Transactions tests","","","","should add comment to transaction",""
"failed","Tue Feb 13 13:33:26 GMT 2024","Tue Feb 13 13:33:39 GMT 2024","13256","","Notifications test","","","","should dismiss notification",""
"passed","Tue Feb 13 13:33:43 GMT 2024","Tue Feb 13 13:33:44 GMT 2024","1126","","Registration tests","","","","""before each"" hook for Registration tests",""
"passed","Tue Feb 13 13:33:46 GMT 2024","Tue Feb 13 13:33:46 GMT 2024","294","","Transactions tests","","","","""before each"" hook for Transactions tests",""
"passed","Tue Feb 13 13:33:35 GMT 2024","Tue Feb 13 13:33:43 GMT 2024","8189","","Registration tests","","","","should sign up with valid credentials",""
"passed","Tue Feb 13 13:33:42 GMT 2024","Tue Feb 13 13:33:43 GMT 2024","141","","User settings tests","","","","""before each"" hook for User settings tests",""
"passed","Tue Feb 13 13:33:44 GMT 2024","Tue Feb 13 13:33:46 GMT 2024","2632","","Login tests","","","","should logout",""
