"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 13 13:11:32 GMT 2024","Tue Feb 13 13:11:38 GMT 2024","5753","","User settings tests","","","","should change user firstname and lastname",""
"failed","Tue Feb 13 13:11:41 GMT 2024","Tue Feb 13 13:11:43 GMT 2024","2588","","Login tests","","","","should logout",""
"passed","Tue Feb 13 13:11:38 GMT 2024","Tue Feb 13 13:11:40 GMT 2024","2225","","User settings tests","","","","should change user firstname",""
"passed","Tue Feb 13 13:11:36 GMT 2024","Tue Feb 13 13:11:38 GMT 2024","1745","","Bank accounts tests","","","","should create new bank account",""
"passed","Tue Feb 13 13:11:25 GMT 2024","Tue Feb 13 13:11:32 GMT 2024","6862","","User settings tests","","","","""before all"" hook for User settings tests",""
"passed","Tue Feb 13 13:11:41 GMT 2024","Tue Feb 13 13:11:43 GMT 2024","2539","","Registration tests","","","","should sign up with wrong confirmed password",""
"passed","Tue Feb 13 13:11:37 GMT 2024","Tue Feb 13 13:11:40 GMT 2024","2457","","Transactions tests","","","","should create new request transaction",""
"passed","Tue Feb 13 13:11:23 GMT 2024","Tue Feb 13 13:11:32 GMT 2024","8502","","Bank accounts tests","","","","""before all"" hook for Bank accounts tests",""
"passed","Tue Feb 13 13:11:33 GMT 2024","Tue Feb 13 13:11:41 GMT 2024","8358","","Registration tests","","","","should sign up with valid credentials",""
"passed","Tue Feb 13 13:11:41 GMT 2024","Tue Feb 13 13:11:43 GMT 2024","2594","","Transactions tests","","","","should add another comment to transaction",""
"passed","Tue Feb 13 13:11:38 GMT 2024","Tue Feb 13 13:11:40 GMT 2024","1813","","Bank accounts tests","","","","should delete bank account",""
"passed","Tue Feb 13 13:11:38 GMT 2024","Tue Feb 13 13:11:41 GMT 2024","2998","","Login tests","","","","should login with invalid password",""
"passed","Tue Feb 13 13:11:25 GMT 2024","Tue Feb 13 13:11:32 GMT 2024","7060","","Transactions tests","","","","""before all"" hook for Transactions tests",""
"passed","Tue Feb 13 13:11:41 GMT 2024","Tue Feb 13 13:11:41 GMT 2024","829","","Login tests","","","","""before each"" hook for Login tests",""
"passed","Tue Feb 13 13:11:34 GMT 2024","Tue Feb 13 13:11:36 GMT 2024","1810","","Bank accounts tests","","","","should create bank account with wrong account number",""
"passed","Tue Feb 13 13:11:41 GMT 2024","Tue Feb 13 13:11:42 GMT 2024","961","","Registration tests","","","","""before each"" hook for Registration tests",""
"passed","Tue Feb 13 13:11:43 GMT 2024","Tue Feb 13 13:11:44 GMT 2024","216","","Transactions tests","","","","""before each"" hook for Transactions tests",""
"passed","Tue Feb 13 13:11:40 GMT 2024","Tue Feb 13 13:11:42 GMT 2024","2006","","User settings tests","","","","should change user lastname",""
"passed","Tue Feb 13 13:11:32 GMT 2024","Tue Feb 13 13:11:34 GMT 2024","2449","","Bank accounts tests","","","","should create bank account with wrong routing number",""
"passed","Tue Feb 13 13:11:40 GMT 2024","Tue Feb 13 13:11:41 GMT 2024","1245","","Transactions tests","","","","should add comment to transaction",""
"passed","Tue Feb 13 13:11:32 GMT 2024","Tue Feb 13 13:11:37 GMT 2024","5072","","Transactions tests","","","","should create new pay transaction",""
"passed","Tue Feb 13 13:11:24 GMT 2024","Tue Feb 13 13:11:33 GMT 2024","8374","","Registration tests","","","","try to sign up without username",""
"passed","Tue Feb 13 13:11:38 GMT 2024","Tue Feb 13 13:11:38 GMT 2024","261","","Bank accounts tests","","","","""before each"" hook for Bank accounts tests",""
"passed","Tue Feb 13 13:11:43 GMT 2024","Tue Feb 13 13:11:44 GMT 2024","551","","Transactions tests","","","","should like transaction",""
"passed","Tue Feb 13 13:11:24 GMT 2024","Tue Feb 13 13:11:34 GMT 2024","10054","","Login tests","","","","should login with valid credentials",""
"passed","Tue Feb 13 13:11:34 GMT 2024","Tue Feb 13 13:11:38 GMT 2024","3761","","Login tests","","","","should login with invalid username",""
"failed","Tue Feb 13 13:11:21 GMT 2024","Tue Feb 13 13:11:39 GMT 2024","17022","","Notifications test","","","","should dismiss notification",""
